L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short
L16,A0,R4,I3,T8,range_fusion,5,603.682069443868,879.3430367042987,14.017461403470403,632.5349663941298,829.1314767664529,512.5744891034655,231.8021379954777,-647.540898708821,0.0,142.14595136368857,189.53635716621008,46.34187875384349,L16 ICM-45686,X_A0_R4_L16_I3_T8
L20,A0,R3,I6,T8,range_fusion,5,603.1242549708337,880.0126713681242,12.083170490338281,627.0891035129068,829.7905267922822,509.2058167476779,231.8021379954777,-648.2105333726465,0.0,143.53769009557632,192.23397394522573,46.5579662422809,L20 Xsens MTi-3,X_A0_R3_L20_I6_T8
L20,A0,R4,I7,T8,range_fusion,5,607.5349857367216,881.9258878343451,12.137195554547022,631.4998203135889,831.6439708124963,510.94071365962265,231.8021379954777,-650.1237498388675,0.0,142.74917028642193,190.78637024078358,46.22190491770276,L20 Xsens MTi-3,X_A0_R4_L20_I7_T8
L2,A0,R3,I2,T10,range_fusion,5,537.0300416767225,882.0421442800425,23.269885294812678,588.2388807738116,776.4338560761955,501.7982280022925,231.8021379954777,-650.2400062845647,0.0,142.2520006223497,226.41291434047093,90.48794974178637,L2 MPU6050/JY61P-like,X_A0_R3_L2_I2_T10
L16,A0,R3,I6,T8,range_fusion,5,613.2845571229575,883.1308484293417,13.729026603303488,634.2552218836664,836.7473841580152,516.7222131260944,231.8021379954777,-651.328710433864,0.0,143.17952976758602,189.20387728219833,45.82767814435069,L16 ICM-45686,X_A0_R3_L16_I6_T8
L2,A0,R2,I5,T6,range_fusion,5,576.5167343004978,884.2949422442683,12.444949149707163,613.5100902771404,804.3514489528676,498.358927024956,231.8021379954777,-652.4928042487907,0.0,132.3111927328207,193.2061656816332,54.40434076979783,L2 MPU6050/JY61P-like,X_A0_R2_L2_I5_T6
L16,A0,R2,I2,T6,range_fusion,5,600.3956782880248,885.2180489493643,16.46517191074572,631.4095975064438,825.2086116113891,508.6288222211976,231.8021379954777,-653.4159109538866,0.0,144.18859550753808,202.41340877482327,44.943408333350256,L16 ICM-45686,X_A0_R2_L16_I2_T6
L2,A0,R4,I2,T9,range_fusion,5,553.4288927786735,885.2279133335621,20.896333192574517,598.5144382405474,787.1112297157433,511.2017304099627,231.8021379954777,-653.4257753380846,0.0,135.1265830512682,224.41273169330947,79.87467301428266,L2 MPU6050/JY61P-like,X_A0_R4_L2_I2_T9
L2,A0,R2,I2,T10,range_fusion,5,546.4685998139744,886.1792846606717,21.494683284844573,593.3926099899174,781.59165488647,505.00558076744454,231.8021379954777,-654.377146665194,0.0,139.9618045424384,222.22183720031916,85.09161981750724,L2 MPU6050/JY61P-like,X_A0_R2_L2_I2_T10
L16,A0,R2,I1,T6,range_fusion,5,606.1584958958418,886.6840668943372,10.734575871996357,635.7768589321662,832.1030926147256,510.8913276428837,231.8021379954777,-654.8819288988595,0.0,142.44788003799277,199.95612940965498,45.84565618755629,L16 ICM-45686,X_A0_R2_L16_I1_T6
L2,A0,R4,I4,T6,range_fusion,5,579.5504242208726,888.6691905088776,25.38354711454619,610.8053934394909,820.4730205062424,506.0166791144844,231.8021379954777,-656.8670525133999,0.0,141.35597020927577,197.5940982105176,58.35544895120914,L2 MPU6050/JY61P-like,X_A0_R4_L2_I4_T6
L2,A0,R3,I7,T9,range_fusion,5,581.1892055014295,889.211213218949,39.61894175760067,613.2629909310573,824.5734234610021,502.947604675617,231.8021379954777,-657.4090752234713,0.0,132.84605022714027,203.0700726669785,57.92314485657771,L2 MPU6050/JY61P-like,X_A0_R3_L2_I7_T9
L2,A0,R3,I6,T6,range_fusion,5,591.1270611675748,891.3936031092805,25.540139058923184,626.7737201965871,821.0223417227724,509.88193484204805,231.8021379954777,-659.591465113803,0.0,139.64506628013072,201.51435443087135,49.976111349922384,L2 MPU6050/JY61P-like,X_A0_R3_L2_I6_T6
L16,A0,R3,I0,T10,range_fusion,5,593.0761301946296,891.5352055310228,17.849392325763162,622.4370912351045,816.8009059635153,503.28844377846735,231.8021379954777,-659.733067535545,0.0,144.23004683808554,192.5960875019787,52.16510147237958,L16 ICM-45686,X_A0_R3_L16_I0_T10
L2,A0,R4,I7,T7,range_fusion,5,584.9780257507136,893.1962778499777,39.425119739307725,618.3930174287037,830.2251698184643,505.67499659444155,231.8021379954777,-661.3941398545,0.0,132.06554780506244,204.31784685062763,56.70251979913151,L2 MPU6050/JY61P-like,X_A0_R4_L2_I7_T7
L20,A0,R3,I8,T8,range_fusion,5,610.3554025966398,893.3280653749782,5.551331825648315,638.7970477423742,838.2873076077469,515.4781248548617,231.8021379954777,-661.5259273795004,0.0,141.91071349779705,189.60999323602323,46.71123848707656,L20 Xsens MTi-3,X_A0_R3_L20_I8_T8
L20,A0,R2,I6,T8,range_fusion,5,616.212015069082,895.3534106615037,12.272685980884953,636.6941714421431,841.2962312733713,514.615358126269,231.8021379954777,-663.5512726660261,0.0,142.599882674827,189.083473648831,46.762438774147974,L20 Xsens MTi-3,X_A0_R2_L20_I6_T8
L2,A0,R2,I7,T9,range_fusion,5,590.1466259332262,896.9041028031346,38.147243862052534,622.0591776000417,834.0909557830503,506.2084706399681,231.8021379954777,-665.1019648076569,0.0,135.93898211734273,207.4875356139418,54.55837417564527,L2 MPU6050/JY61P-like,X_A0_R2_L2_I7_T9
L20,A0,R4,I1,T8,range_fusion,5,615.7149901458098,896.974944655796,6.362836729154882,640.6326867745631,841.9975752639527,511.747898556616,231.8021379954777,-665.1728066603184,0.0,142.52417185131873,199.3738923499348,45.93796786463852,L20 Xsens MTi-3,X_A0_R4_L20_I1_T8
L16,A0,R2,I6,T8,range_fusion,5,623.747339556809,897.6621470075,10.254099951457883,645.8129155057654,848.5243695379959,521.189868074261,231.8021379954777,-665.8600090120224,0.0,141.36485827952836,192.92864497524087,45.94886571277783,L16 ICM-45686,X_A0_R2_L16_I6_T8
L20,A0,R4,I2,T8,range_fusion,5,611.1868893508594,897.8504559148909,4.669125285309836,639.5814638836766,840.627042240425,504.54912979831863,231.8021379954777,-666.0483179194132,0.0,141.7543939159661,197.35095115975665,46.85439933312422,L20 Xsens MTi-3,X_A0_R4_L20_I2_T8
L16,A0,R4,I7,T8,range_fusion,5,621.382638002209,899.0500228771655,6.745606881642774,642.4679351795945,843.7987192927072,519.2518636369596,231.8021379954777,-667.2478848816877,0.0,139.97030079764514,197.0424679356923,47.800086740776,L16 ICM-45686,X_A0_R4_L16_I7_T8
L2,A0,R4,I5,T8,range_fusion,5,591.0172336800122,901.897078032617,15.907726935577447,627.4744983844191,823.3581355850486,505.63144807424777,231.8021379954777,-670.0949400371393,0.0,136.5033987176167,199.75144012868614,51.03992859379864,L2 MPU6050/JY61P-like,X_A0_R4_L2_I5_T8
L2,A0,R4,I3,T6,range_fusion,5,594.8281815715343,902.0839441619664,22.888971940937576,627.4782508227723,834.5329436181225,512.8963169918443,231.8021379954777,-670.2818061664889,0.0,140.99514466789796,200.22455106776346,53.875909375010245,L2 MPU6050/JY61P-like,X_A0_R4_L2_I3_T6
L16,A0,R2,I0,T10,range_fusion,5,602.0048835195365,902.4866639676577,13.632744331082337,631.5044369486152,828.2554671382125,508.86902096031974,231.8021379954777,-670.68452597218,0.0,145.40022120529406,189.85746849755088,52.834016494954845,L16 ICM-45686,X_A0_R2_L16_I0_T10
L2,A0,R3,I8,T6,range_fusion,5,604.0003156479048,903.973066216315,13.384898191776328,633.8004494356622,837.6272422480084,510.3411895810956,231.8021379954777,-672.1709282208374,0.0,140.39501258277355,210.44375722863896,60.89267123182357,L2 MPU6050/JY61P-like,X_A0_R3_L2_I8_T6
L2,A0,R2,I6,T6,range_fusion,5,599.8844869716949,904.7578491753105,27.754578465229308,636.3251282866553,833.4466866661066,514.0847854035796,231.8021379954777,-672.9557111798329,0.0,137.20955915606746,206.73509275351248,48.77929665650534,L2 MPU6050/JY61P-like,X_A0_R2_L2_I6_T6
L2,A0,R3,I4,T7,range_fusion,5,596.1405993448601,905.0325161417146,21.27575367518674,626.0340432326642,838.6647935736655,515.1006825616016,231.8021379954777,-673.230378146237,0.0,140.13265450796635,202.80766013816492,56.28952153012854,L2 MPU6050/JY61P-like,X_A0_R3_L2_I4_T7
L20,A0,R2,I8,T8,range_fusion,5,620.2308138326317,905.4658533932385,4.9698259679413885,648.1441043318397,848.9645255725469,520.7141920585931,231.8021379954777,-673.6637153977608,0.0,142.07672381403648,202.42369747414887,46.8863919732279,L20 Xsens MTi-3,X_A0_R2_L20_I8_T8
L16,A0,R3,I8,T8,range_fusion,5,619.9009352075725,906.0248325590621,10.07239013565961,643.046257753802,844.3971859464804,517.9088157814721,231.8021379954777,-674.2226945635845,0.0,141.33584719210185,194.90082828271736,47.42583516966244,L16 ICM-45686,X_A0_R3_L16_I8_T8
L2,A0,R3,I1,T9,range_fusion,5,585.8497640029083,907.5360449200798,21.326909812946013,629.4405586645772,837.5976485477573,526.0659604613423,231.8021379954777,-675.7339069246021,0.0,139.803740520569,211.65777780360386,69.80814335833307,L2 MPU6050/JY61P-like,X_A0_R3_L2_I1_T9
L16,A0,R4,I2,T8,range_fusion,5,620.144208579786,907.9472586514105,16.99698824618678,644.2112782187716,845.0124601581863,515.577668584652,231.8021379954777,-676.1451206559328,0.0,140.12856323272794,202.18789854961796,45.666961554471115,L16 ICM-45686,X_A0_R4_L16_I2_T8
L16,A0,R4,I1,T8,range_fusion,5,623.2701787398752,908.8739278392874,10.357840810078573,649.2782045159177,852.8645520064285,518.8578668977723,231.8021379954777,-677.0717898438097,0.0,141.34973109567164,204.70069833957137,47.63961167307018,L16 ICM-45686,X_A0_R4_L16_I1_T8
L2,A0,R4,I1,T7,range_fusion,5,591.4399951319461,913.8992416306403,22.660087655636,633.770060969221,845.8384809203986,530.1975558088645,231.8021379954777,-682.0971036351625,0.0,138.07752435479404,216.4361545202759,66.53624854919437,L2 MPU6050/JY61P-like,X_A0_R4_L2_I1_T7
L16,A0,R4,I0,T9,range_fusion,5,610.9178089600458,913.9323292541216,14.768329181768545,643.4525553495644,840.9015311440753,517.08749136826,231.8021379954777,-682.1301912586439,0.0,141.05750535429382,197.009264296021,52.579831040284546,L16 ICM-45686,X_A0_R4_L16_I0_T9
L2,A0,R2,I8,T6,range_fusion,5,613.4733344566586,916.0113449287813,13.141456450990706,641.8927239633301,852.4446142681976,514.3684775635652,231.8021379954777,-684.2092069333037,0.0,136.28650374385043,213.46885306744602,57.98009934772055,L2 MPU6050/JY61P-like,X_A0_R2_L2_I8_T6
L2,A0,R2,I4,T7,range_fusion,5,607.5979028910749,917.633661323983,21.551521390239788,636.6884186935127,850.1728386664985,520.6114382676453,231.8021379954777,-685.8315233285053,0.0,136.9365860551959,208.38985543747208,55.268329554435354,L2 MPU6050/JY61P-like,X_A0_R2_L2_I4_T7
L2,A0,R3,I2,T9,range_fusion,5,592.432037748272,917.8455909637262,20.96133620661964,631.4362529078086,830.4855925966949,529.4276732812825,231.8021379954777,-686.0434529682485,0.0,134.05141374497902,221.081694633744,68.1908032314071,L2 MPU6050/JY61P-like,X_A0_R3_L2_I2_T9
L2,A0,R2,I1,T9,range_fusion,5,596.3575259953725,918.8285749983419,22.61016034130687,637.3669715988863,851.3681203434164,527.22709080171,231.8021379954777,-687.0264370028642,0.0,140.85381019481196,214.9095903231818,67.22130934580814,L2 MPU6050/JY61P-like,X_A0_R2_L2_I1_T9
L20,A0,R3,I4,T8,range_fusion,5,634.03287669214,919.2915507345118,6.518502178646475,655.9934784879905,859.6111392149563,522.5403110666273,231.8021379954777,-687.4894127390343,0.0,149.68076626099912,209.15927976487524,47.127144920633945,L20 Xsens MTi-3,X_A0_R3_L20_I4_T8
L16,A0,R2,I8,T8,range_fusion,5,630.32473644733,919.5835689352319,9.752427984910438,652.3732015635769,854.0242633878945,522.3646390962434,231.8021379954777,-687.7814309397543,0.0,148.6767831489571,207.96833446068877,47.1573175006068,L16 ICM-45686,X_A0_R2_L16_I8_T8
L2,A0,R4,I7,T6,range_fusion,5,613.3476530834544,920.4874562031409,32.78718955092637,647.0469653112307,866.920774031418,519.3886783175604,231.8021379954777,-688.6853182076633,0.0,136.13755309451335,209.15097655139226,50.63364441382838,L2 MPU6050/JY61P-like,X_A0_R4_L2_I7_T6
L2,A0,R4,I2,T7,range_fusion,5,594.8425802740423,921.5143710366477,23.99233780199172,635.2957181524987,837.9766719765761,533.2793441185117,231.8021379954777,-689.7122330411701,0.0,131.045649680693,222.79409878098414,66.42323375644756,L2 MPU6050/JY61P-like,X_A0_R4_L2_I2_T7
L2,A0,R3,I3,T7,range_fusion,5,608.2263612013055,922.7314481013964,20.711760781460395,643.4125668149325,856.5238642498196,520.2317142789814,231.8021379954777,-690.9293101059188,0.0,139.8895066611498,199.1797707878354,52.55008179297484,L2 MPU6050/JY61P-like,X_A0_R3_L2_I3_T7
L2,A0,R2,I2,T9,range_fusion,5,597.5574114424737,927.6988010739169,25.502346299623433,639.5666335375464,842.2702028875046,533.4682403560681,231.8021379954777,-695.8966630784391,0.0,133.1560628396293,217.6096999393009,68.13430703624566,L2 MPU6050/JY61P-like,X_A0_R2_L2_I2_T9
L2,A0,R4,I6,T8,range_fusion,5,613.6745079834416,929.4988268837023,23.21913182555746,647.1174554636425,855.0528010209789,519.1072086384777,231.8021379954777,-697.6966888882248,0.0,137.07973883129316,205.19782106508478,49.855569605855834,L2 MPU6050/JY61P-like,X_A0_R4_L2_I6_T8
L20,A0,R2,I4,T8,range_fusion,5,641.4328779306426,933.9112946126024,6.582722054837563,664.0186901946969,869.3562137699403,526.6012206532694,231.8021379954777,-702.1091566171248,0.0,151.17970043445902,211.1594293037464,47.170136070560964,L20 Xsens MTi-3,X_A0_R2_L20_I4_T8
L20,A0,R3,I0,T9,range_fusion,5,641.9314299970667,933.9482326519213,27.042820235362964,674.5688156693221,882.8690942450918,524.2144242713243,231.8021379954777,-702.1460946564437,0.0,152.12550866990915,203.33688682181943,49.525700478548266,L20 Xsens MTi-3,X_A0_R3_L20_I0_T9
L16,A0,R3,I4,T8,range_fusion,5,637.4194595664578,935.2762942176244,6.0171818068656,663.3051415153875,867.1946874850892,527.090122035911,231.8021379954777,-703.4741562221466,0.0,151.03670686971768,214.5353080943978,47.266518877827984,L16 ICM-45686,X_A0_R3_L16_I4_T8
L2,A0,R4,I8,T8,range_fusion,5,626.2120140819537,935.535181504844,13.770315026942571,656.0103289694326,873.2494200371445,520.3614280315289,231.8021379954777,-703.7330435093662,0.0,143.15136088419248,214.58661375472056,59.85153401880085,L2 MPU6050/JY61P-like,X_A0_R4_L2_I8_T8
L2,A0,R2,I3,T7,range_fusion,5,617.5770608863011,938.2780047369044,21.371558829253416,652.9646559486079,872.1149821774885,524.7506763197568,231.8021379954777,-706.4758667414267,0.0,136.36895401907896,209.74558512437088,49.32502693404736,L2 MPU6050/JY61P-like,X_A0_R2_L2_I3_T7
L2,A0,R3,I7,T7,range_fusion,5,624.4896783020455,939.8664032912944,31.107802785759905,660.2773143411961,886.7023350730767,524.593787209983,231.8021379954777,-708.0642652958167,0.0,142.6580430414826,213.82173377286313,51.457372458425446,L2 MPU6050/JY61P-like,X_A0_R3_L2_I7_T7
L20,A0,R3,I3,T8,range_fusion,5,647.2850783974071,942.7725984801042,7.790276280002457,670.7066222615016,881.3871324942363,528.702937940365,231.8021379954777,-710.9704604846265,0.0,153.22803067621197,203.6061801069308,50.41254963092494,L20 Xsens MTi-3,X_A0_R3_L20_I3_T8
L20,A0,R4,I0,T7,range_fusion,5,645.4659736203711,944.1957769524149,26.776731887178382,679.7129268014976,891.7125713007545,528.2782593173592,231.8021379954777,-712.3936389569374,0.0,149.9912332154304,203.50027686701125,55.46965807630863,L20 Xsens MTi-3,X_A0_R4_L20_I0_T7
L2,A0,R4,I1,T6,range_fusion,5,621.7809942656437,945.22109536023,14.853556408125657,661.511148239881,886.4965100571684,534.8026586687361,231.8021379954777,-713.4189573647523,0.0,139.73894900758864,214.87835076018123,62.31601035039913,L2 MPU6050/JY61P-like,X_A0_R4_L2_I1_T6
L16,A0,R2,I4,T8,range_fusion,5,646.3236782585966,946.155513658509,5.351172803185182,671.1338023611345,878.9161260446779,530.9459180249669,231.8021379954777,-714.3533756630313,0.0,152.3779319701648,206.347046983282,48.57599230563892,L16 ICM-45686,X_A0_R2_L16_I4_T8
L2,A0,R3,I4,T6,range_fusion,5,627.6420675523701,946.3224197263919,19.353758429201648,659.5419052514858,884.5422211507612,528.6274935157431,231.8021379954777,-714.5202817309142,0.0,141.3038339016088,213.9715970323322,56.862667723869585,L2 MPU6050/JY61P-like,X_A0_R3_L2_I4_T6
L16,A0,R3,I3,T8,range_fusion,5,649.6869809647466,948.8821482120107,6.32360896990789,672.2305639854919,884.0143634102706,535.573897905236,231.8021379954777,-717.080010216533,0.0,151.1340328292751,198.09702859744513,56.57815487159138,L16 ICM-45686,X_A0_R3_L16_I3_T8
L20,A0,R2,I0,T9,range_fusion,5,648.6923678903406,949.475215416454,24.808784979892724,681.7214864801957,896.5085184295531,528.3613075919482,231.8021379954777,-717.6730774209763,0.0,149.81245513771358,195.9001260417117,56.035537932197826,L20 Xsens MTi-3,X_A0_R2_L20_I0_T9
L20,A0,R3,I7,T8,range_fusion,5,653.2909057419376,952.3217488795759,4.074313629440716,675.2585802659133,887.2193481621341,532.5514423865045,231.8021379954777,-720.5196108840981,0.0,150.57335305113082,197.30249382294014,60.03978367981286,L20 Xsens MTi-3,X_A0_R3_L20_I7_T8
L2,A0,R2,I7,T7,range_fusion,5,632.702308751366,953.9097300323932,29.389101675076162,668.6805658428486,895.0289049531306,530.0473208564297,231.8021379954777,-722.1075920369155,0.0,144.28677958849403,213.63860691049817,50.49519142463737,L2 MPU6050/JY61P-like,X_A0_R2_L2_I7_T7
L20,A0,R2,I3,T8,range_fusion,5,652.9114672708089,955.6855639505069,7.924956382265846,677.2909067916531,894.3285007242282,532.1077963196065,231.8021379954777,-723.8834259550292,0.0,150.70992162343768,194.33413262938126,56.96467609191534,L20 Xsens MTi-3,X_A0_R2_L20_I3_T8
L2,A0,R4,I2,T6,range_fusion,5,611.9485850925943,955.9964173864577,27.066310024384794,659.3257423232204,882.4292471435047,543.9771950937914,231.8021379954777,-724.19427939098,0.0,131.79312706736545,218.78737802288614,69.60215198941758,L2 MPU6050/JY61P-like,X_A0_R4_L2_I2_T6
L2,A0,R3,I1,T7,range_fusion,5,633.7991964690328,961.2449457567811,13.510254311255812,675.5208459899891,902.7242453802912,540.3561845345358,231.8021379954777,-729.4428077613035,0.0,148.24985195168978,215.91534695455957,62.26259716007612,L2 MPU6050/JY61P-like,X_A0_R3_L2_I1_T7
L16,A0,R2,I3,T8,range_fusion,5,654.4407343406117,962.858031756886,7.462621641138993,678.7904255477333,898.2484934386624,539.3484791838825,231.8021379954777,-731.0558937614084,0.0,146.62203186033724,192.41300844636544,65.08430898297551,L16 ICM-45686,X_A0_R2_L16_I3_T8
L2,A0,R3,I5,T8,range_fusion,5,637.2969826670318,963.5972679674256,11.706587431747103,672.4627546836384,895.5488149404786,525.3716515154389,231.8021379954777,-731.795129971948,0.0,149.19352333798298,210.12183548158768,51.061489003919625,L2 MPU6050/JY61P-like,X_A0_R3_L2_I5_T8
L20,A0,R2,I7,T8,range_fusion,5,657.3884484342378,964.2753661832918,5.7383150574494755,681.9861788425335,902.8164781009791,536.1020679802868,231.8021379954777,-732.4732281878141,0.0,146.61069690986264,191.84842883007124,68.86637348253221,L20 Xsens MTi-3,X_A0_R2_L20_I7_T8
L2,A0,R2,I4,T6,range_fusion,5,634.4677806266824,965.56106755925,19.56497539106028,671.5450162177185,895.7972951524837,532.2644431018258,231.8021379954777,-733.7589295637722,0.0,141.12874089999565,215.55066241633767,59.24880431373699,L2 MPU6050/JY61P-like,X_A0_R2_L2_I4_T6
L20,A0,R3,I1,T8,range_fusion,5,656.306619898838,965.5755903458078,11.457592307359345,683.3079186587167,909.6603146134042,534.5539856200809,231.8021379954777,-733.7734523503301,0.0,148.30800046383055,191.5583300059527,67.81609723434238,L20 Xsens MTi-3,X_A0_R3_L20_I1_T8
L20,A0,R3,I2,T8,range_fusion,5,651.3656050809975,968.3615815928657,15.077052619301746,681.4565414115228,902.8316602698939,527.4443211547347,231.8021379954777,-736.559443597388,0.0,148.67046554254802,193.3392537977189,62.30557510609638,L20 Xsens MTi-3,X_A0_R3_L20_I2_T8
L2,A0,R3,I3,T6,range_fusion,5,637.9611434301521,973.2175899753526,23.136498975554627,671.7029068360023,899.3631069729963,533.3721009735177,231.8021379954777,-741.4154519798749,0.0,147.2202964387031,214.17600147143102,50.53053236951078,L2 MPU6050/JY61P-like,X_A0_R3_L2_I3_T6
L2,A0,R2,I1,T7,range_fusion,5,642.241464444907,973.4815910539655,11.99667121446666,685.3150190550888,912.4588210263315,543.5055197892727,231.8021379954777,-741.6794530584879,0.0,150.00980170898026,211.59349394179398,62.54743813969035,L2 MPU6050/JY61P-like,X_A0_R2_L2_I1_T7
